Review,Class
খুবই ভালো একটি বই । প্রতিযোগীতামূলক পরীক্ষায় সবার কাছে এই বই টি থাকা জরুরী ।,1
অনেক দরকারী একটা বই বাংলা ভাষায় এরকম বইয়ের অভাব রয়েছে লেখককে ধন্যবাদ জানাই এই বইটির জন্য,1
বাংলাদেশের মানুষের মন ও মননের বই।ভিতরকার শক্তি অপশক্তি জানার বই।বই পড়ুয়াদের পড়ার মত একটা বই।,1
অসাধারণ,1
"""দ্য ক্যাডার"" বইটা গিফট পেলাম, পড়েছি দারুন অনেক লেখা, আগে অনেক কিছুই যানা ছিলো না।",1
"আমি প্রচণ্ড অলস একটা মানুষ। ইংরেজী শিখাটা ছিল স্বপ্নের বিষয়, কিন্তু গ্র্যামার শিখা, শব্দার্থ মুখস্থ করাটা ছিল রীতি মতো ভীতিকর। ফেসবুক ঘাঁটতে ঘাঁটতে একসময় Vocabuilder এর সাথে পরিচয়। শব্দ ভাণ্ডার সমৃদ্ধ করতে ভোকাবিল্ডার যে আমাকে কতটুকু সমৃদ্ধ করেছে তা গত 2 মাসের হিসাব দেখলে অনায়াসেই বোঝা যায়। আমার মতো অত্যন্ত অলস একটা মানুষ যদি শব্দ ভাণ্ডার এমন সমৃদ্ধ করতে পারে, তাহলে আপনারা তো পারবেনই- এটা আমার দৃঢ় বিশ্বাস। এই অসাধ্যটা একমাত্র সম্ভব হয়েছে ভোকাবিল্ডারের বদান্যতায়। অনেক অনেক ধন্যবাদ ও কৃতজ্ঞতা ভোকাবিল্ডার ও প্রিয় ফরহাদ হোসেন মাসুম ভাইকে।",1
"ইংরেজী ভোকাবুলারী শেখার জন্য, বইটি অসাধারণ। কিন্তু আমার মনে হয় যারা জি.আর.ই, আই.ই.এল.টি.এস বা টোফেল এক্সেমে ভালো স্কোর করতে চান, তাদের এই বইয়ের পাশাপাশি অন্য বই গুলোও পড়া উচিৎ",1
"আমি বইটি এখনও পড়ছি, বই এবং ভিডিও অনেক হেল্পফুল।",1
বইটি নিতান্তই সাধারণ মানুষজনের কথা মাথায় রেখে লেখা| মাতৃভাষা ও রাষ্ট্রভাষা বাংলা সকলকে কমবেশি লিখতেই হচ্ছে| যিনি যেটুকুই লিখবেন যেন শুদ্ধভাবে লিখতে পারেন___ সকলের জন্য এই ভালোবাসা থেকেই ডক্টর হায়াৎ মামুদ বইটি লিখেছেন| দৈনন্দিন কাজকর্মে নিঃসন্দেহে সকলেরই কাজে লাগবে এই বই|,1
বাংলা লেখার নিয়মনীতির উপর অত্যন্ত প্রাঞ্জল উপাস্থাপনায় লেখা একটি বই। সুখপাঠ্যও বটে।,1
অসাধারন একটি বই আমি মনে করি এই বই সবার হাতের কাছেই রাখা ভাল।,1
গুড,1
অসাধারন বই। এসচএসসি পরীক্ষার্থীদের জন্য অনেক সহায়ক।,1
খুব সুন্দর বই,1
জ্ঞানের বিপরীতে অজ্ঞতা যে বরাবরই শোচনীয়ভাবে পরাজিত সেটা প্যারাডক্সিকাল সাজিদ আবারও প্রমাণ করেছে। লেখককে আল্লাহ্‌ উত্তম প্রতিদান দান করুন। আগামীতে অনুরূপ আরও বই আমাদের সমাজকে উপকৃত করতে পারে তার দোয়া রইল।,1
অনেক ভালো বইটি,1
প্রতিটি কাহিনীই অনেক তথ্য ও শিক্ষা মূলক। এবং সূচনা আমাকে সবচাইতে বেশি আকৃষ্ট করেছে গল্প গুলো পড়ার জন্য।,1
ছোট ছোট গল্প দিয়ে সাজানো একটি চমৎকার বই। যারা জাপান নিয়ে জানতে আগ্রহী তারা এটা দিয়ে শুরু করতে পারেন। সময় ভালই কাটবে।,1
অসাধারণ লেখনী। জাপানে না গিয়েও যেন জাপান ঘুরে আসলাম। এতটাই প্রাঞ্জল লেখা একটানে পড়ে শেষ করতে বাধ্য হলাম।,1
অসাধারণ একটা বই। আমি আশায় আছি ২য় খণ্ডের আশায় !!,1
"ছোট ছোট গল্প দিয়ে যে জাপানকে এত সুন্দর করে উপস্থাপন করা যায়, বইটি না পড়লে জানতে পারতাম না।",1
চমৎকার একটি বই। একটি গল্প পড়ার পর বাকি সব গল্প পড়তে ইচ্ছা করবেই।,1
অসাধারণ লেখা।,1
ভ্রমণ প্রিয় মানুষ দের জন্য ভাল একটা বই,1
কবির সাথে নেপাল দার্জিলিং ভ্রমন খারাপ লাগলো না। ভ্রমনের পাশাপাশি খানিকটা ইতিহাসের বর্ননা থাকায় নেপাল সম্পর্কে জ্ঞান অনেকটা বাড়লো। ধন্যবাদ লেখক আবিদ ফায়সাল কে।,1
নাস্তিকদের জন্য উপযুক্ত জবাব বইটি। দারুণ! সংগ্রহে রাখার মতো বই।,1
"অনেক বেশি তথ্যপূর্ণ একটি বই। যারা ঘুরে বেড়াতে পছন্দ করেন, তাদের পছন্দের তালিকায় এই বইটি অবশ্যই শীর্ষে থাকবে। ধন্যবাদ, আয়মান ভাইয়া আমার মত ভ্রমণ পিপাসুদের জন্য এমন দারুণ একটি বই উপহার দেয়ার জন্যে।",1
ভাইয়া বই টা কিন্তু জোস।,1
বইটা খুবই ভালো হয়েছে.. তবে আরো কিছু তথ্য থাকলে ভালো হতো..,1
পশ্চিম সম্পর্কে জানার জন্য বইটা খুবই সহায়ক ভুমিকা পালন করবে বলে আমার বিশ্বাস,1
এক কথায় দারুন,1
"বইটি খুবই তথ্য বহুল ও সময়োপযোগী, আমার খুবই ভালো লেগেছে",1
প্রবাসী জীবনের নানা রকম অসঙ্গতির তথ্য ভিত্তিক এই বইটি আমাদের উপহার দেবার জন্য সন্মানিত লেখককে অসংখ্য ধন্যবাদ ।,1
অসামান্য বইটার জন্য লেখককে অভিনন্দন জানাই,1
তরুণ প্রজন্মের জন্য একটা অনবদ্য রচনা,1
এটি একটি অনন্য লেখনি। সহজ কিছু শব্দ চয়ন এর মাধ্যমে পশ্চিমের জটিল জীবন ধারার অসাধারন উপস্থাপনা নিমেষেই মুগ্ধ করবে যে কোন পাঠক কে। লেখক কে সাধুবাদ জানাই এই অনন্য উপস্থাপনার জন্য।,1
ধর্মীয় মতবাদের ক্ষেত্রে আমার পড়া শ্রেষ্ঠ বই। এবং যেটা পড়ে এক বিন্দুও বিরক্ত লাগেনি এই ক্যটাগরি'র অন্যান্য বইগুলোর মত।,1
"মার্জিত রুচি, বুদ্ধির দীপ্তি, অপূর্ব বাকচাতুর্য ও স্মিথ রসিকতায় পরিপূর্ণ ‘পূর্বের চোখ পশ্চিমের মন’ পাঠক হৃদয়ে অমর হয়ে থাকবে ।",1
অদ্ভুত এক ভালোলাগার বই।,1
"বইটি যুগোপযোগী, অসাধারন। আমার খুব ভালো লেগেছে।",1
বইটি আসলেই চমৎকার।,1
বইটা অনেক ভাল লেগেছে......,1
লেখক মুক্তিযূদ্ধকে নিজের সাবলীল ভাষায় এতটুকু বিকৃত না করে প্রকাশ করেছেন তরুণ প্রজন্মের কাছে । যেকোন মানুষের জন্যই এই বইটি উপযুক্ত । বইটি যেন মনের মাঝে সৃষ্টি করে স্বাধীনতার তীব্র আবেগ । বইটি ছোট কিন্তু তার মাঝেই যতটুকু কন্টেন্ট লেখক নিয়েছেন তারপর কারো আরও জানার ইচ্ছা হলে রয়েছে রেফারেন্সগুলো । এক কথায় এটি লেখকের অন্যতম শ্রেষ্ঠ কাজ নিঃসন্দেহে ।,1
"মাত্র ২২ পাতার বইয়ের মধ্যে কী সুন্দর করে আমাদের মুক্তিযুদ্ধের সত্যিকারের ইতিহাসটুকু ফুটিয়ে তোলা হয়েছে তা বোধ হয় বইটি না পড়লে বোঝা যাবে না।একদম সাবলীল ভাষায় লেখক ড.মুহম্মদ জাফর ইকবাল আমাদের মুক্তিযুদ্ধকে উপস্থাপন করেছেন,যার কারণে বইটি প্রায় সকল শ্রেণীর সাধারণ মানুষের কাছে একটি অবশ্যপাঠ্য বইয়ের দাবি রাখে । fb/turjo1996",1
আমাদের মুক্তিযুদ্ধের ইতিহাস এতটাই বিস্তৃত ও গুরুত্বপূর্ণ যে হাজার হাজার পৃষ্ঠাও মুক্তিযুদ্ধের ইতিহাস লিখতে যথেষ্ট নয় । কিন্তু শ্রদ্ধেয় জাফর ইকবাল স্যার এত সুন্দরভাবে ও সংক্ষেপে আমাদের গর্বের ইতিহাসকে ফুটিয়ে তুলেছেন যে তার সত্যিকার অর্থেই অনেক অনেক ধন্যবাদ প্রাপ্য।,1
বইটা খুবই ভাল বাংলাদেশের মুক্তিযুদ্ধের ইতিহাস সমন্ধে জানতে পারবে,1
হাজার বইয়ের ভিতরে ইতিহাস জানার এক অসাধারন বই। সঠিক ইতিহাস জানতে এক নিমিষেই পড়ে ফেলুন ।,1
ধন্যবাদ সাজিদ ভাইকে। সুন্দর ও গঠনমূলক বইটি লেখার জন্য। শুভ কামনা রইলো।,1
"যারা যুদ্ধ বলতে শুধুই অস্ত্রহাতে জলে জঙ্গলে ছুটে বেড়ানো বোঝে, তাদের জন্য এ বই অবশ্য পাঠ্য। রাষ্ট্র ও তার স্বাধীনতা বুঝতেও এ বই অনন্য...",1
"বাংলাদেশের স্বাধীনতা যুদ্ধের ইতিহাস রচনায় এই গ্রন্থ নিঃসন্দেহে মূল্যবান সংযোজন। বাংলাদেশের স্বাধীনতা যুদ্ধের ইতিহাসের অনেক খানিই আজও অনালোকিত। তার কোন কোন অংশে আলোকপাত করার ব্যাপারে মূলধারা:’৭১ সমর্থ হয়েছে বলে আমার ধারণা। তবে মঈদুল হাসান, সঙ্গত কারণেই সমগ্র বিষয়কে বৃহত্তর প্রেক্ষাপটে উপস্থিত করেছেন পর্যাপ্ত গবেষণা ও অপ্রকাশিত নানা দলিলপত্রের ভিত্তিতে ঘটনার নিরপেক্ষ উপস্থাপনের উদ্দেশ্যেই।",1
পাশের দেশ সম্পর্কে জানার জন্য এই বইটা পড়া দরকার,1
বইটিতে পাঠক নতুনত্বের স্বাদ পাবে।,1
"অত্যন্ত নিখুতভাবে মোগল আমলের যাবতীয় ইতিহাস সুন্দরভাবে, সত্য কথা উপস্থাপন করা হয়েছে। বই টা পড়ে শুধু মনে হয়েছে যে মোগল আমলেই আছি। অপেক্ষা মোগলনামা দ্বিতীয় খন্ডের জন্য।",1
"লেখকের প্রথম লেখা উপন্যাস না হয়ে যখন ইতিহাসের বই হয়, তখন সাহসের প্রশংসা করা উচিত!",1
যদি ইতিহাস সত্যি পছন্দ করেন তাহলে বইটি আপনার জন্য। আমি ২য় খন্ডের অপেক্ষায় আছি।,1
"হিটলার সম্পর্কে পড়া আমার অন্যতম সেরা একটি বই। এতে হিটলারের পাশাপাশি প্রথম বিশ্বযুদ্ধ, দ্বিতীয় বিশ্বযুদ্ধ সম্পর্কেও বিস্তারিত লেখা হয়েছে। খুবই তথ্যবহুল একটি বই। যারা হিটলার, ও বিশ্বযুদ্ধ সম্পর্কে জানতে চান, তাদের কাছে অবশ্য পাঠ্য একটি বই।",1
ভালো বই।কিন্তু বেশ কিছু প্রিন্টিং মিস্টেক দেখলাম।আর বর্ণানুক্রমিক একটা সূচি রাখলে ভালো হতো ।,1
"মনের সাথে সন্ধি সহজ কথা নয়। আবার অপ্রয়োজনীয় বা ফেলনাও নয়। এ এক বড়ই মধুর যন্ত্রণা ! এই মুশকিলের আসান সোজা কথা নয়। তবে প্রাসঙ্গিক কোন ম্যাটেরিয়াল চর্চা করলে মনের সাথে সন্ধি করা অসম্ভবও কিছু নয়। ""মনোসন্ধি"" সেই রকমই প্রয়োজনীয় একটা বই। মানসিক চাপ জীবনের একটা অনিবার্য বিষয়। আজহারুল ইসলাম অত্যন্ত সহজ ভাষায় মানসিক চাপ মোকাবিলার পথ বাতলে দিয়েছেন। সাইকোলজির বাইরে অন্যান্য পেশাজীবি মানুষের জন্য খুব কাজের একটি বই। মানসিক চাপ যে মোকাবেলাযোগ্য এবং বিভিন্ন কৌশলের মাধ্যমে সেগুলো আত্মস্থ করার নজির বইটিকে অবশ্যপাঠ্য করে তুলেছে।",1
চমৎকার লেখা।,1
"এটি বেশ ভালো বই,সব পরিবারে এই বইটি থাকা প্রয়োজনীয়",1
"জগত বিখ্যাত বই, অসাধারন। এক্সপেক্টেশনকেও ছাড়িয়ে গেছে। বইয়ের প্রিন্ট ছিলো খুবই ভালো, ঝকঝকে। রকমারিকে ধন্যবাদ দ্রুত ডেলিভারির জন্য।",1
"বইটি আসলেই ভালো ।তৌহিদুর রহমান উদয়ের তিনটি বই প্রকাশিত হয়েছে।তার মধ্যে দুটো আমি পড়ছি। দুটোই অনেক ভালো বই এবং সেগুলো হল--কণা কোয়ান্টাম পরিচিতি , আইনস্টাইন, আপেক্ষিকতা’র তত্ত্ব ও মহাবিশ্ব।",1
বইটি এক কথায় অসাধারণ!!,1
শ্রদ্ধেয় জে.আলী স্যারের অসাধারণ গল্পের বই লাবণী পয়েন্ট। আমি মনে করি এটি একটি সার্থক গল্প। আমার কাছে অনেক ভালো লেগেছে। আমি মনে করি প্রতিটা বই পড়ুয়া মানুষদের বইটা পড়া উচিৎ। স্যারকে অনেক ধন্যবাদ এইরকম একটি বই উপহার দেয়ার জন্য।,1
বেশ ভাল লাগছে বইটি ,1
"বইটা বইমেলা থেকে কিনেছিলাম, খুবই ভাল একটি বই, অনেক কিছু জানার আছে",1
এক কথায় অসাধারণ। আল্লাহ জাকারিয়া মাসুদ ভাইয়ের হাতে আরো বারাকাহ দিক।,1
বাংলাদেশের রাজনৈতিক ইতিহাস পছন্দ করেন এমন ব্যক্তির জন্য একটি উপযুক্ত বই। মাওলানা ভাসানীর সে সময়ের সাপ্তাহিক পত্রিকা 'হক কথা'র সংকলন এই বই। গবেষণার জন্য অনেক কাজে দিবে বইটি।,1
বইটা পড়ে অনেক কিছু শিখলাম।দাবায় অাগ্রহীদের বইটা পড়া উচিত।,1
"শতদ্রু ও সাহেববাবুর - বায়োলজি । বারো বছর বয়সী কিশোর শতদ্রু, জেনেটিক্স নামক এতো জটিল জিনিসেও এতো প্রাণ থাকতে পারে , এই বই না পড়লে বোঝা যাবে না । এক কথায় চমৎকার ।",1
খুবই ভালো একটি বই। বিশেষ করে যারা নতুন শিখছেন।,1
"হুমায়ুন আহমেদের এক অনবদ্য সৃষ্টি মধ্যাহ্ন। আমি ইতিহাসের সেই সময়টায় চলে গিয়েছিল লেখকের সাথে। পড়া শেষ হওয়ার পর মনে হলো,''ইশ স্যার এত তাড়াতাড়ি শেষ করে ফেললেন। আর একটু লিখলে কি হতো""।",1
খুব সহজ সাবলীল লেখা। মন ছুঁয়ে যাওয়া লেখা।,1
কাজের একটা বই ।,1
"বই এর সার্থকতা যখন তা পাঠকের হৃদয় ছুঁয়ে যায়, পাঠক নিজেকে বই এর অংশ করে ফেলে। মনোপাখি তার পুরোটাই পেরেছে। লেখকের জন্য শুভকামনা।",1
"আজকেই পড়া শেষ করলাম। এক কথায় অসাধারণ। এই লেখকের আগের লেখা জাদুকাঠি বইটি পড়েই অপেক্ষা করছিলাম নতুন কি লিখছেন। লেখককে চিনিনা, কিন্তু লেখার ধরন অতি সরল। অযথা বা অবান্তর কথা কম, যেটুকু দরকার সেভাবেই লেখা। প্রচুর এগজাম্পল দিয়েছেন, ওয়ার্কশিটও আছে। বুঝলাম, কেন আমি চাপ ফিল করি, কিভাবে চাপ ডিল করব। টুলস, টেকনিকগুলো খুব ইফেক্টিভ মনে হয়েছে। বাংলায় এরকম একটি বই যেকারও জন্য উপকারি। লেখককে ধন্যবাদ। আশা করছি আরো লিখবেন। সাইকোলজিক্যাল বই খুব প্রয়োজন। বিদেশি বইয়ের বাংলা অনুবাদ আসলে বাংগালিকে বুঝতে পারে না।",1
বেষ্ট ওয়ান ,1
"দেশের একটি বিশ্ববিদ্যালয়ে একটি ধর্ষণকে কেন্দ্র করে বইটি লেখা হয়েছে । সরকার পন্থী যোগ্যতাহীন এক উপাচার্যের পোষ্য এক ছাত্র নেতার ধর্ষণকে ধামাচাপা দেয়ার চেষ্টা , অভিযোগের কোন গুরুত্ব না দিয়ে এড়িয়ে যাওয়া , সাধারণ শিক্ষার্থীদের একটি অসাধারণ আন্দোলন ......... ঘটনার ধারাবাহিকতা পাঠককে আচ্ছন্ন করবে । রাজনীতি কিভাবে বাংলাদেশের বিশ্ববিদ্যালয়ের পরিবেশ একেবারে নষ্ট করে দিয়ে কুৎসিত খেলাকে উজ্জীবিত করে থাকে - তারই এক অতুলনীয় উপন্যাস এটি । নোংরা মানুষদের স্বার্থের বাণিজ্যপ্রবৃত্তি আচরণ এবং নিরীহের উপর অন্যায় - সব মিলিয়ে কাহিনীর মধ্য দিয়ে জাফর ইকবাল স্যার একটি সাহসী পট চিত্রিত করেছেন । উনার অন্যতম সেরা একটি বই ।",1
বইটি চমৎকার। অনেক দুর্বোধ্য বিষয় সহজ করে তুলে ধরা হয়েছে। অনেক ঘটনা জানতে পারলাম।আশা করি অন্যদেরও ভালো লাগবে।,1
খুব ভালো লাগলো,1
আমার মত যারা ৯০'র দশকে জন্ম তারা আমরা অনেকেই ১৯৭৫ এর নভেম্বরের অভ্যুত্থান সম্পর্কে বেশি একটা জানি। এই বইটা সেই সকল পাঠককে সহায়তা করবে আশা করি।,1
আসলে কিন্তু অসাধারন একটি বই!!!!!,1
"মুক্তিযুদ্ধের বাস্তব ঘটনা ও চরিত্রের সমন্বয়ে অভিনব, সুখপাঠ্য, হৃদয়ছোয়া ভাষা শৈলীর এক অসাধারণ উপন্যাস।",1
"ভাল বই, উপস্থাপনা সাবলীল এবং হৃদয়গ্রাহী ।",1
সিডিসহ একটি চমৎকার বই।,1
এই বইটি আমার খূবই উপকারে লেগেছে।যারা ঘরে বসে MS office শিখতে চান তারা এই বইটি অবশ্যই কিনুন ।,1
অসাধারণ একটি বই। ধর্ষণের কারণগুলো সুন্দর ভাবে তুলে ধরা হয়েছে। এবং এর সমাধান ও দেয়া হয়েছে। সকলের পড়া উচিৎ,1
"সাধারণত আত্ম-উন্নয়নমুলক বইগুলো হয় ইংরেজি বইয়ের অনুবাদ, যা বাংলাদেশি কন্টেক্সটে বেশিরভাগ সময় যায় না। আমার সাইকোলজিক্যাল বইগুলো হয় কঠিন ভাষায় লেখা। এই বইটি উপোরোক্ত দুটি ত্রুটি মুক্ত। লেখক ঢাকা বিশ্ববিদ্যালয়ের একজন তরুন শিক্ষক এবং মনোবিজ্ঞানী হিসেবে খুব প্রাঞ্জলভাবে, অসংখ্য সমসাময়িক উদাহরণ দিয়ে বক্তব্যগুলো তুলে ধরেছেন যা সত্যিই প্রশংসনীয়। বইটি পড়তে বেশ মজা লাগে। প্রথম অংশে তেরটি অধ্যায় মুলত কীভাবে সাফল্য অর্জন করা যায় আর সাফল্য অর্জনের পথে কী কী সাইকোলজিক্যাল সমস্যায় আমরা পরি এবং কীভাবে সেগুলো থেকে বের হব তার বিস্তারিত। খুব দরকারি মনে হয়েছে। দ্বিতীয় অংশটা একটূ গভীর সাইকোলজিক্যাল বিষয়গুলো নিয়ে আলোচনা করেছেন। এখানে মাত্র তিনটি অধ্যায় আছে। শেষে একটা চমৎকার পরিশিষ্ট আছে যাতে বাংলাদেশে কোথায় মানসিক স্বাস্থ্যসেবা পাওয়া তার বিস্তারিত ঠিকানা। এক কথায় বলতে গেলে এই বইটি যেকোনো বয়সের পাঠকের জন্য অবশ্য পাঠ্য বলে আমি মনে করি। লেখককে ধন্যবাদ এরকম একটি বই উপহার দেয়ার জন্য।",1
বইটা সেইরকম,1
ছোটবেলায় পড়া মনে থাকার মত একটি বই,1
এক কথায় অসাধারণ! যেকোন নতুন লেখকদের এটা পড়া অবশ্যই কর্তব্য।,1
মাশরাফি কে নিয়ে লেখা অসাধারণ বই.......যিনি পড়বেন তিনিই ইন্সপায়ার্ড হবেন......ভালবাসা রইল রাকিব আল হাসানের জন্য..........,1
অসাধারন রকটি বই। আবেগের সাথে রহস্য আর যুদ্ধ যেন মিলে-মিশে একাকার হয়ে গেছে,1
খুব ই ভালো,1
"দক্ষতা আর অভিজ্ঞতা দুইটা ভিন্ন জিনিস। দুইটাকে আপনি যখন সমান তালে কাজে লাগাতে পারবেন তখনই আপনি একজন সাধারণ জীবন থেকে অসাধারণ জীবন লাভের টিকিটটি পাবেন।আর এই দুইটাকে সুন্দর ভাবে ব্যবহারের জন্য যেটা দরকার সেটা হলো সুকৌশল। মাস্টার পাসওয়ার্ড বইটিতে খুবই সুন্দর ভাবে সফল হবার কৌশলগুলো খুব সুন্দরভাবে বর্ণনা করা আসে. বইটি পরে আমি খুবই মজা পেয়েছি। জনাব, গাজী ইয়ার মোহাম্মদ এবং জনাব এম মোর্শেদ হায়দার সাহেবকে অসংখ্য ধন্যবাদ এমন সুন্দর একটা বই উপদের দেয়ার জন্য।",1
অসাধারণ উপন্যাস। সকলের পড়া উচিৎ।,1
ভালো লেগেছে।,1
এক কথায় অসাধারণ। তরুণ প্রজন্মের জন্য অত্যন্ত গুরুত্তপূর্ণ একটি বই।,1
"সাধারন বইয়ের থেকে আকারে অনেক ছোট, পৃষ্ঠা সংখ্যাও গুটিকয়েক। কিন্তু এই ছোট বইখানায় জাফর ইকবাল স্যার আমাদের মুক্তিযুদ্ধের যে ইতিহাস তুলে ধরেছেন টা অবিশ্বাস্য। এই কাজ একমাত্র জাফর ইকবাল স্যার এর পক্ষেই সম্ভব। মুক্তিযুদ্ধের সামগ্রিক রুপ, শহীদদের আত্মত্যাগ, এবং রক্তস্নাত বাংলাদেশের কথা লেখক বিধৃত করেছেন লেখক তার এ ছোট বই এ। জাফর ইকবাল স্যার কে অনেক ধন্যবাদ।",1
ভয় পাইলাম বইটা পড়ে ।তো বইটা পড়ে অনেক মজা পাইলাম।,1
"বাংলাদেশের মুক্তিযুদ্ধকে জানতে এটি একটি অবশ্য পাঠ্য বই। এর আলোচিত সময় ১৯৭১-এর মার্চ তেকে ১৯৭২-এর ১০ই জানুয়ারীতে শেখ মুজিবরের স্বদেশ প্রত্যাবর্তনকাল পর্যন্ত। বিষয়বস্তু হলো মুক্তিযুদ্ধের পরিকল্পনা, উদ্যোগ ও মূল ঘটনাধারা। লেখক এ সময়টায় তৎকালীন প্রধানমন্ত্রী তাজউদ্দিন আহমদের যে সব নীতি ও পরিকল্পনা প্রণয়নের সঙ্গে জড়িত হয়ে পড়েছিলেন এবং সংগ্রামের সাংগঠনিক পরিকল্পনা ও ব্যবস্থাপনার যে দিকগুলো সম্পর্কে অবহতি ছিলেন, তাই বর্ণনা করেছেন।",1
মৃত্যু থেকে কিয়ামতের এই পথযাত্রায় আমাদের সকলের যথাযথ প্রস্তুতির জন্য এই বইটি হয়ে উঠুক এক অনন্য সংযোজন এবং অনুপ্রেরণা।,1
এই অনেক ভাল একটা বই।,1
বইটি পড়ে ভালো লাগলো...,1
বাচ্চাদের জন্য বেশ ভালো একটা বই,1
অসাধারণ একটি বই ! সকলের একবার হলেও পড়া উচিত ,1
"ছোট একটা বইয়ের মধ্যে এতগুলো মানুষের অনন্য কৃর্তি এর আগে আমি পড়ি নি। বইয়ের এগারটা অধ্যায়ের প্রতিটাই ভাল লেগেছে, কারণ প্রতিটি মানুষই ছিলেন অনন্য। সবচেয়ে বেশি ভাল লেগেছে গোপালচন্দ্র ভট্টাচার্য, উপেন্দ্রনাথ ব্রক্ষচারী আর শম্ভুনাথ দে'র অধ্যায়।",1
অসাধারণ একটা বই।,1
"খুব ভালো একটি বই, গল্পগুলো মৌলিক বলেই মনে হয়েছে। সাবলীল ভাষায় লিখিত গল্পগুলোর মধ্যে কয়েকটির প্রেক্ষাপট বাংলাদেশ, বিষয়টি নতুন বলেই মনে হয়েছে।তাছাড়া গল্পগুলোর ভিত্তি চিকিৎসা বিজ্ঞান। চিকিৎসা বিজ্ঞান নির্ভর সায়েন্স ফিকশন হিসাবে বইটি অবশ্যই প্রশংসার দাবী রাখে..",1
অসম্ভব সুন্দর একটি বই!,1
পারফেক্ট মানের অনুবাদ,1
"চমৎকার একটি বই রিরি। মোশতাক আহমেদের লেখা অন্যতম বই এটি। গল্পটি মূলত গোয়েন্দা কাহিনী নিয়ে রচিত, আর গোয়েন্দাগিরির সাথে যদি বৈজ্ঞানিক কল্পনা যোগ হয় তাহলে তো কথাই নেই। রহস্যের সাথে রয়েছে আতঙ্ক তারও সাথে আছে বৈজ্ঞানিক কল্পকাহিনি, যা বইটিকে অন্য একটি রুপ দিয়েছে। মোট কথা বইটি অসাধারণ, আমি নিশ্চিত বইটি কিনে কেউ হতাশ হবে না।",1
"অসাধারণ, চমৎকার।",1
মিনার ভাইয়ার প্রথম উপন্যাস আমার জীবনে পড়া শ্রেষ্ঠ উপন্যাস গুলোর একটি ,1
"এক কথায়...... বইটার ইডিটিং, ড্রইং, সব কিছুই ফাটাফাটি। পড়ার সময় মনে হচ্ছিল জেন DC কিংবা Marvel এর কমিক্স পড়ছি। আমার মতে ঢাকা কমিক্স এর সব গুলি বই, সবার পড়া উচিত। ( অবশ্যই জারা কমিক্স পাগলা তাদের বলছি।)",1
আমি বলব প্রত্যেক পেশার মানুষের জন্য এটা পড়া খুবই গুরুত্বপূর্ণ।,1
"ছেলে-মেয়ে, বিবাহিত/অবিবাহিত সবার জন্য অত্যন্ত উপকারী একটা বই।",1
অসাধারণ একটা বই। বইটি পড়ে আমি মাইক্রোকন্ট্রোলার নিয়ে খুঁটিনাটি সবকিছু জানতে পেরেছি এবং নিজে থেকে কাজ শুরু করতে পেরেছি। মাইক্রোকন্ট্রোলার নিয়ে আমি এইভাবে লেখা কোন বই দেখিনি। ধন্যবাদ খুশবু আপু আর রাকিব ভাইয়া এইরকম একটি বই লেখার জন্য। :),1
অনেক ভাল একটি বই। লেখক খুব প্রাঞ্জলভাবে উপস্থাপন করেছেন সব। যারা প্রাচীন ইতিহাস এ আগ্রহ আছে তাদের এটি লুফে নেয়া উচিৎ।,1
ভ্রমণ সাহিত্যের এক অনবদ্য সৃষ্টি.................................!,1
লাবনী পয়েন্ট বইটা পরে অনেক ভাল লাগছে।রাতে বইটা পড়বার পরে আর ঘুমই আসে নাই।বইটা মধ্যে কেন জানি হুমায়ুন আহমেদ স্যারকে খুজে পেলাম। জে. আলী স্যারকে ধন্যবাদ।।।স্যার আপনার পরের বই এর জন্য অপেক্ষায় রইলাম।।।,1
আমার পড়া অন্যতম সেরা বই। খুব ভালো লেগেছে।,1
"এমন একটি বই,এক পাতা পড়ার পর পরের পাতা না পড়ে উঠতে মন চাইবে না",1
বইটি আমার কাছে অসাধারন লেগেছে।সব চেয়ে বেশি আনন্দ দিয়েছে রতনের চরিত্র টি।,1
বেশ ভালো হয়েছে।,1
অসম্ভব ভালো বই। সবার এক বার হলেও পরা উচিত। আসা করি সবার কাছে ভালো লাগবে।,1
ভাল একটা বই..............................।।,1
"শচীনের বই পড়া শেষ । রেটিং: ভালোই । কারণ বিশেষণ পদের প্রাচুর্যের আবরণে যথেষ্ট ফাঁকিবাজি ও চালাকি করা হয়েছে পাঠকের সাথে । পরিসংখ্যান নির্ভর, শাহাদুজ্জামানের ' একজন কমলালেবু '-র মতো কোটেশনবহুল এবং ফিচার আমেজের লেখা । শচীনের বইয়ে ব্যক্তি শচীনকে আরেকটু ভালো মতো জানা যাবে, এমন আশা ছিলো । শচীন প্রেমীরা পড়তে পারেন । মন্দ লাগবে না আশা করি",1
ইতিহাস এর সব চেয়ে সেরা বই এইটা :),1
বাংলা শব্দের বানান শেখার জন্য একটি চমৎকার বই।,1
